The total number of words in the novel is 25424
The total number of unique words is 23049
The total number of words that are not unique is 2375
i, 26 Art spoken ever and anon!
mine, 22 Art spoken ever and anon!
know, 75 Art spoken ever and anon!
in, 296 Art spoken ever and anon!
that, 347 Art spoken ever and anon!
are, 128 Art spoken ever and anon!
one, 40 Art spoken ever and anon!
not, 281 Art spoken ever and anon!
to, 564 Art spoken ever and anon!
be, 167 Art spoken ever and anon!
overruled, 1 Ne'er spoken ever!
idle, 4 Art spoken ever and anon!
old, 57 Art spoken ever and anon!
man, 74 Art spoken ever and anon!
that, 347 Art spoken ever and anon!
still, 23 Art spoken ever and anon!
would, 64 Art spoken ever and anon!
manage, 2 Art spoken ever and anon!
those, 13 Art spoken ever and anon!
authorities, 1 Ne'er spoken ever!
that, 347 Art spoken ever and anon!
he, 172 Art spoken ever and anon!
hath, 56 Art spoken ever and anon!
given, 6 Art spoken ever and anon!
away, 37 Art spoken ever and anon!
now, 78 Art spoken ever and anon!
by, 90 Art spoken ever and anon!
my, 457 Art spoken ever and anon!
life, 34 Art spoken ever and anon!
old, 57 Art spoken ever and anon!
fools, 7 Ne'er spoken ever!
are, 128 Art spoken ever and anon!
babes, 1 Ne'er spoken ever!
again, 21 Art spoken ever and anon!
and, 733 Art spoken ever and anon!
must, 48 Art spoken ever and anon!
be, 167 Art spoken ever and anon!
used, 3 Art spoken ever and anon!
with, 206 Art spoken ever and anon!
cheques, 1 Ne'er spoken ever!
as, 121 Art spoken ever and anon!
flatterieswhen, 1 Ne'er spoken ever!
they, 63 Art spoken ever and anon!
are, 128 Art spoken ever and anon!
seen, 13 Art spoken ever and anon!
abused, 7 Ne'er spoken ever!
remember, 8 Art spoken ever and anon!
what, 137 Art spoken ever and anon!
tell, 31 Art spoken ever and anon!
you, 458 Art spoken ever and anon!
well, 76 Art spoken ever and anon!
madam, 32 Art spoken ever and anon!
and, 733 Art spoken ever and anon!
let, 75 Art spoken ever and anon!
his, 210 Art spoken ever and anon!
knights, 11 Ne'er spoken ever!
have, 205 Art spoken ever and anon!
colder, 2 Art spoken ever and anon!
looks, 7 Ne'er spoken ever!
among, 3 Art spoken ever and anon!
you, 458 Art spoken ever and anon!
what, 137 Art spoken ever and anon!
grows, 3 Ne'er spoken ever!
of, 465 Art spoken ever and anon!
it, 190 Art spoken ever and anon!
no, 154 Art spoken ever and anon!
matter, 15 Art spoken ever and anon!
advise, 5 Art spoken ever and anon!
your, 224 Art spoken ever and anon!
fellows, 4 Ne'er spoken ever!
so, 141 Art spoken ever and anon!
would, 64 Art spoken ever and anon!
breed, 2 Art spoken ever and anon!
from, 94 Art spoken ever and anon!
hence, 13 Art spoken ever and anon!
occasions, 2 Ne'er spoken ever!
and, 733 Art spoken ever and anon!
shall, 97 Art spoken ever and anon!
that, 347 Art spoken ever and anon!
may, 54 Art spoken ever and anon!
speak, 47 Art spoken ever and anon!
ill, 77 Art spoken ever and anon!
write, 4 Art spoken ever and anon!
straight, 5 Art spoken ever and anon!
to, 564 Art spoken ever and anon!
my, 457 Art spoken ever and anon!
sister, 31 Art spoken ever and anon!
to, 564 Art spoken ever and anon!
hold, 21 Art spoken ever and anon!
my, 457 Art spoken ever and anon!
very, 23 Art spoken ever and anon!
course, 14 Art spoken ever and anon!
prepare, 2 Art spoken ever and anon!
for, 154 Art spoken ever and anon!
dinner, 5 Art spoken ever and anon!
exeunt, 34 Art spoken ever and anon!
hall, 1 Art spoken ever and anon!
in, 296 Art spoken ever and anon!
the, 910 Art spoken ever and anon!
same, 8 Art spoken ever and anon!
enter, 67 Art spoken ever and anon!
disguised, 3 Art spoken ever and anon!
if, 112 Art spoken ever and anon!
but, 132 Art spoken ever and anon!
as, 121 Art spoken ever and anon!
well, 76 Art spoken ever and anon!
other, 23 Art spoken ever and anon!
accents, 1 Ne'er spoken ever!
borrow, 1 Art spoken ever and anon!
that, 347 Art spoken ever and anon!
can, 39 Art spoken ever and anon!
my, 457 Art spoken ever and anon!
speech, 9 Art spoken ever and anon!
defuse, 1 Art spoken ever and anon!
my, 457 Art spoken ever and anon!
good, 84 Art spoken ever and anon!
intent, 6 Art spoken ever and anon!
may, 54 Art spoken ever and anon!
carry, 6 Art spoken ever and anon!
through, 7 Art spoken ever and anon!
itself, 16 Art spoken ever and anon!
to, 564 Art spoken ever and anon!
that, 347 Art spoken ever and anon!
full, 12 Art spoken ever and anon!
issue, 4 Art spoken ever and anon!
for, 154 Art spoken ever and anon!
which, 78 Art spoken ever and anon!
razed, 1 Ne'er spoken ever!
my, 457 Art spoken ever and anon!
likeness, 1 Art spoken ever and anon!
now, 78 Art spoken ever and anon!
banishd, 5 Ne'er spoken ever!
kent, 19 Art spoken ever and anon!
if, 112 Art spoken ever and anon!
thou, 220 Art spoken ever and anon!
canst, 9 Ne'er spoken ever!
serve, 9 Art spoken ever and anon!
where, 43 Art spoken ever and anon!
thou, 220 Art spoken ever and anon!
dost, 27 Ne'er spoken ever!
stand, 22 Art spoken ever and anon!
condemnd, 1 Ne'er spoken ever!
so, 141 Art spoken ever and anon!
may, 54 Art spoken ever and anon!
it, 190 Art spoken ever and anon!
come, 88 Art spoken ever and anon!
thy, 161 Art spoken ever and anon!
master, 25 Art spoken ever and anon!
whom, 11 Art spoken ever and anon!
thou, 220 Art spoken ever and anon!
lovest, 2 Ne'er spoken ever!
shall, 97 Art spoken ever and anon!
find, 17 Art spoken ever and anon!
thee, 139 Art spoken ever and anon!
full, 12 Art spoken ever and anon!
of, 465 Art spoken ever and anon!
labours, 2 Ne'er spoken ever!
horns, 4 Ne'er spoken ever!
within, 18 Art spoken ever and anon!
enter, 67 Art spoken ever and anon!
knights, 11 Ne'er spoken ever!
and, 733 Art spoken ever and anon!
attendants, 7 Ne'er spoken ever!
let, 75 Art spoken ever and anon!
me, 227 Art spoken ever and anon!
not, 281 Art spoken ever and anon!
stay, 10 Art spoken ever and anon!
a, 352 Art spoken ever and anon!
jot, 1 Art spoken ever and anon!
for, 154 Art spoken ever and anon!
dinner, 5 Art spoken ever and anon!
go, 58 Art spoken ever and anon!
get, 10 Art spoken ever and anon!
it, 190 Art spoken ever and anon!
ready, 9 Art spoken ever and anon!
exit, 45 Art spoken ever and anon!
an, 48 Art spoken ever and anon!
attendant, 4 Art spoken ever and anon!
how, 69 Art spoken ever and anon!
now, 78 Art spoken ever and anon!
what, 137 Art spoken ever and anon!
art, 41 Art spoken ever and anon!
thou, 220 Art spoken ever and anon!
man, 74 Art spoken ever and anon!
sir, 115 Art spoken ever and anon!
what, 137 Art spoken ever and anon!
dost, 27 Ne'er spoken ever!
thou, 220 Art spoken ever and anon!
profess, 3 Art spoken ever and anon!
what, 137 Art spoken ever and anon!
wouldst, 5 Art spoken ever and anon!
thou, 220 Art spoken ever and anon!
with, 206 Art spoken ever and anon!
us, 51 Art spoken ever and anon!
do, 116 Art spoken ever and anon!
profess, 3 Art spoken ever and anon!
to, 564 Art spoken ever and anon!
be, 167 Art spoken ever and anon!
no, 154 Art spoken ever and anon!
less, 18 Art spoken ever and anon!
than, 67 Art spoken ever and anon!
seem, 8 Art spoken ever and anon!
to, 564 Art spoken ever and anon!
serve, 9 Art spoken ever and anon!
him, 197 Art spoken ever and anon!
truly, 3 Art spoken ever and anon!
that, 347 Art spoken ever and anon!
will, 129 Art spoken ever and anon!
put, 18 Art spoken ever and anon!
me, 227 Art spoken ever and anon!
in, 296 Art spoken ever and anon!
trust, 7 Art spoken ever and anon!
to, 564 Art spoken ever and anon!
love, 51 Art spoken ever and anon!
him, 197 Art spoken ever and anon!
that, 347 Art spoken ever and anon!
is, 219 Art spoken ever and anon!
honest, 6 Art spoken ever and anon!
to, 564 Art spoken ever and anon!
converse, 1 Art spoken ever and anon!
with, 206 Art spoken ever and anon!
him, 197 Art spoken ever and anon!
that, 347 Art spoken ever and anon!
is, 219 Art spoken ever and anon!
wise, 9 Art spoken ever and anon!
and, 733 Art spoken ever and anon!
says, 7 Ne'er spoken ever!
little, 16 Art spoken ever and anon!
to, 564 Art spoken ever and anon!
fear, 16 Art spoken ever and anon!
judgment, 6 Art spoken ever and anon!
to, 564 Art spoken ever and anon!
fight, 5 Art spoken ever and anon!
when, 77 Art spoken ever and anon!
cannot, 22 Art spoken ever and anon!
choose, 2 Art spoken ever and anon!
and, 733 Art spoken ever and anon!
to, 564 Art spoken ever and anon!
eat, 3 Art spoken ever and anon!
no, 154 Art spoken ever and anon!
fish, 1 Art spoken ever and anon!
what, 137 Art spoken ever and anon!
art, 41 Art spoken ever and anon!
thou, 220 Art spoken ever and anon!
very, 23 Art spoken ever and anon!
honesthearted, 1 Ne'er spoken ever!
fellow, 27 Art spoken ever and anon!
and, 733 Art spoken ever and anon!
as, 121 Art spoken ever and anon!
poor, 47 Art spoken ever and anon!
as, 121 Art spoken ever and anon!
the, 910 Art spoken ever and anon!
king, 65 Art spoken ever and anon!
if, 112 Art spoken ever and anon!
thou, 220 Art spoken ever and anon!
be, 167 Art spoken ever and anon!
as, 121 Art spoken ever and anon!
poor, 47 Art spoken ever and anon!
for, 154 Art spoken ever and anon!
a, 352 Art spoken ever and anon!
subject, 3 Art spoken ever and anon!
as, 121 Art spoken ever and anon!
he, 172 Art spoken ever and anon!
is, 219 Art spoken ever and anon!
for, 154 Art spoken ever and anon!
a, 352 Art spoken ever and anon!
king, 65 Art spoken ever and anon!
thou, 220 Art spoken ever and anon!
art, 41 Art spoken ever and anon!
poor, 47 Art spoken ever and anon!
enough, 8 Art spoken ever and anon!
what, 137 Art spoken ever and anon!
wouldst, 5 Art spoken ever and anon!
thou, 220 Art spoken ever and anon!
service, 7 Art spoken ever and anon!
who, 67 Art spoken ever and anon!
wouldst, 5 Art spoken ever and anon!
thou, 220 Art spoken ever and anon!
serve, 9 Art spoken ever and anon!
you, 458 Art spoken ever and anon!
dost, 27 Ne'er spoken ever!
thou, 220 Art spoken ever and anon!
know, 75 Art spoken ever and anon!
me, 227 Art spoken ever and anon!
fellow, 27 Art spoken ever and anon!
no, 154 Art spoken ever and anon!
sir, 115 Art spoken ever and anon!
but, 132 Art spoken ever and anon!
you, 458 Art spoken ever and anon!
have, 205 Art spoken ever and anon!
that, 347 Art spoken ever and anon!
in, 296 Art spoken ever and anon!
your, 224 Art spoken ever and anon!
countenance, 4 Art spoken ever and anon!
which, 78 Art spoken ever and anon!
would, 64 Art spoken ever and anon!
fain, 4 Art spoken ever and anon!
call, 21 Art spoken ever and anon!
master, 25 Art spoken ever and anon!
whats, 10 Art spoken ever and anon!
that, 347 Art spoken ever and anon!
authority, 4 Art spoken ever and anon!
what, 137 Art spoken ever and anon!
services, 5 Ne'er spoken ever!
canst, 9 Ne'er spoken ever!
thou, 220 Art spoken ever and anon!
do, 116 Art spoken ever and anon!
can, 39 Art spoken ever and anon!
keep, 19 Art spoken ever and anon!
honest, 6 Art spoken ever and anon!
counsel, 3 Art spoken ever and anon!
ride, 5 Art spoken ever and anon!
run, 6 Art spoken ever and anon!
mar, 5 Art spoken ever and anon!
a, 352 Art spoken ever and anon!
curious, 1 Art spoken ever and anon!
tale, 3 Art spoken ever and anon!
in, 296 Art spoken ever and anon!
telling, 1 Art spoken ever and anon!
it, 190 Art spoken ever and anon!
and, 733 Art spoken ever and anon!
deliver, 2 Art spoken ever and anon!
a, 352 Art spoken ever and anon!
plain, 9 Art spoken ever and anon!
message, 1 Art spoken ever and anon!
bluntly, 1 Art spoken ever and anon!
that, 347 Art spoken ever and anon!
which, 78 Art spoken ever and anon!
ordinary, 1 Art spoken ever and anon!
men, 16 Art spoken ever and anon!
are, 128 Art spoken ever and anon!
fit, 11 Art spoken ever and anon!
for, 154 Art spoken ever and anon!
am, 86 Art spoken ever and anon!
qualified, 2 Art spoken ever and anon!
in, 296 Art spoken ever and anon!
and, 733 Art spoken ever and anon!
the, 910 Art spoken ever and anon!
best, 20 Art spoken ever and anon!
of, 465 Art spoken ever and anon!
me, 227 Art spoken ever and anon!
is, 219 Art spoken ever and anon!
diligence, 2 Art spoken ever and anon!
how, 69 Art spoken ever and anon!
old, 57 Art spoken ever and anon!
art, 41 Art spoken ever and anon!
thou, 220 Art spoken ever and anon!
not, 281 Art spoken ever and anon!
so, 141 Art spoken ever and anon!
young, 10 Art spoken ever and anon!
sir, 115 Art spoken ever and anon!
to, 564 Art spoken ever and anon!
love, 51 Art spoken ever and anon!
a, 352 Art spoken ever and anon!
woman, 6 Art spoken ever and anon!
for, 154 Art spoken ever and anon!
singing, 5 Art spoken ever and anon!
nor, 40 Art spoken ever and anon!
so, 141 Art spoken ever and anon!
old, 57 Art spoken ever and anon!
to, 564 Art spoken ever and anon!
dote, 1 Art spoken ever and anon!
on, 101 Art spoken ever and anon!
her, 132 Art spoken ever and anon!
for, 154 Art spoken ever and anon!
any, 18 Art spoken ever and anon!
thing, 21 Art spoken ever and anon!
have, 205 Art spoken ever and anon!
years, 4 Ne'er spoken ever!
on, 101 Art spoken ever and anon!
my, 457 Art spoken ever and anon!
back, 14 Art spoken ever and anon!
forty, 1 Art spoken ever and anon!
eight, 2 Art spoken ever and anon!
follow, 15 Art spoken ever and anon!
me, 227 Art spoken ever and anon!
thou, 220 Art spoken ever and anon!
shalt, 12 Art spoken ever and anon!
serve, 9 Art spoken ever and anon!
me, 227 Art spoken ever and anon!
if, 112 Art spoken ever and anon!
like, 44 Art spoken ever and anon!
thee, 139 Art spoken ever and anon!
no, 154 Art spoken ever and anon!
worse, 9 Art spoken ever and anon!
after, 13 Art spoken ever and anon!
dinner, 5 Art spoken ever and anon!
will, 129 Art spoken ever and anon!
not, 281 Art spoken ever and anon!
part, 13 Art spoken ever and anon!
from, 94 Art spoken ever and anon!
thee, 139 Art spoken ever and anon!
yet, 53 Art spoken ever and anon!
dinner, 5 Art spoken ever and anon!
ho, 13 Art spoken ever and anon!
dinner, 5 Art spoken ever and anon!
wheres, 13 Ne'er spoken ever!
my, 457 Art spoken ever and anon!
knave, 19 Art spoken ever and anon!
my, 457 Art spoken ever and anon!
fool, 119 Art spoken ever and anon!
go, 58 Art spoken ever and anon!
you, 458 Art spoken ever and anon!
and, 733 Art spoken ever and anon!
call, 21 Art spoken ever and anon!
my, 457 Art spoken ever and anon!
fool, 119 Art spoken ever and anon!
hither, 15 Art spoken ever and anon!
exit, 45 Art spoken ever and anon!
an, 48 Art spoken ever and anon!
attendant, 4 Art spoken ever and anon!
enter, 67 Art spoken ever and anon!
you, 458 Art spoken ever and anon!
you, 458 Art spoken ever and anon!
sirrah, 10 Art spoken ever and anon!
wheres, 13 Ne'er spoken ever!
my, 457 Art spoken ever and anon!
daughter, 29 Art spoken ever and anon!
so, 141 Art spoken ever and anon!
please, 10 Art spoken ever and anon!
you, 458 Art spoken ever and anon!
exit, 45 Art spoken ever and anon!
what, 137 Art spoken ever and anon!
says, 7 Ne'er spoken ever!
the, 910 Art spoken ever and anon!
fellow, 27 Art spoken ever and anon!
there, 54 Art spoken ever and anon!
call, 21 Art spoken ever and anon!
the, 910 Art spoken ever and anon!
clotpoll, 1 Ne'er spoken ever!
back, 14 Art spoken ever and anon!
exit, 45 Art spoken ever and anon!
a, 352 Art spoken ever and anon!
knight, 8 Art spoken ever and anon!
wheres, 13 Ne'er spoken ever!
my, 457 Art spoken ever and anon!
fool, 119 Art spoken ever and anon!
ho, 13 Art spoken ever and anon!
think, 22 Art spoken ever and anon!
the, 910 Art spoken ever and anon!
worlds, 1 Ne'er spoken ever!
asleep, 3 Art spoken ever and anon!
reenter, 11 Ne'er spoken ever!
knight, 8 Art spoken ever and anon!
how, 69 Art spoken ever and anon!
now, 78 Art spoken ever and anon!
wheres, 13 Ne'er spoken ever!
that, 347 Art spoken ever and anon!
mongrel, 3 Art spoken ever and anon!
knight, 8 Art spoken ever and anon!
he, 172 Art spoken ever and anon!
says, 7 Ne'er spoken ever!
my, 457 Art spoken ever and anon!
lord, 97 Art spoken ever and anon!
your, 224 Art spoken ever and anon!
daughter, 29 Art spoken ever and anon!
is, 219 Art spoken ever and anon!
not, 281 Art spoken ever and anon!
well, 76 Art spoken ever and anon!
why, 54 Art spoken ever and anon!
came, 14 Art spoken ever and anon!
not, 281 Art spoken ever and anon!
the, 910 Art spoken ever and anon!
slave, 14 Art spoken ever and anon!
back, 14 Art spoken ever and anon!
to, 564 Art spoken ever and anon!
me, 227 Art spoken ever and anon!
when, 77 Art spoken ever and anon!
called, 1 Ne'er spoken ever!
him, 197 Art spoken ever and anon!
knight, 8 Art spoken ever and anon!
sir, 115 Art spoken ever and anon!
he, 172 Art spoken ever and anon!
answered, 1 Ne'er spoken ever!
me, 227 Art spoken ever and anon!
in, 296 Art spoken ever and anon!
the, 910 Art spoken ever and anon!
roundest, 1 Ne'er spoken ever!
manner, 2 Art spoken ever and anon!
he, 172 Art spoken ever and anon!
would, 64 Art spoken ever and anon!
not, 281 Art spoken ever and anon!
he, 172 Art spoken ever and anon!
would, 64 Art spoken ever and anon!
not, 281 Art spoken ever and anon!
knight, 8 Art spoken ever and anon!
my, 457 Art spoken ever and anon!
lord, 97 Art spoken ever and anon!
know, 75 Art spoken ever and anon!
not, 281 Art spoken ever and anon!
what, 137 Art spoken ever and anon!
the, 910 Art spoken ever and anon!
matter, 15 Art spoken ever and anon!
is, 219 Art spoken ever and anon!
but, 132 Art spoken ever and anon!
to, 564 Art spoken ever and anon!
my, 457 Art spoken ever and anon!
judgment, 6 Art spoken ever and anon!
your, 224 Art spoken ever and anon!
highness, 8 Art spoken ever and anon!
is, 219 Art spoken ever and anon!
not, 281 Art spoken ever and anon!
entertained, 1 Ne'er spoken ever!
with, 206 Art spoken ever and anon!
that, 347 Art spoken ever and anon!
ceremonious, 1 Art spoken ever and anon!
affection, 3 Art spoken ever and anon!
as, 121 Art spoken ever and anon!
you, 458 Art spoken ever and anon!
were, 30 Art spoken ever and anon!
wont, 2 Art spoken ever and anon!
theres, 20 Art spoken ever and anon!
a, 352 Art spoken ever and anon!
great, 28 Art spoken ever and anon!
abatement, 1 Art spoken ever and anon!
of, 465 Art spoken ever and anon!
kindness, 3 Art spoken ever and anon!
appears, 4 Ne'er spoken ever!
as, 121 Art spoken ever and anon!
well, 76 Art spoken ever and anon!
in, 296 Art spoken ever and anon!
the, 910 Art spoken ever and anon!
general, 5 Art spoken ever and anon!
dependants, 2 Ne'er spoken ever!
as, 121 Art spoken ever and anon!
in, 296 Art spoken ever and anon!
the, 910 Art spoken ever and anon!
duke, 23 Art spoken ever and anon!
himself, 10 Art spoken ever and anon!
also, 1 Art spoken ever and anon!
and, 733 Art spoken ever and anon!
your, 224 Art spoken ever and anon!
daughter, 29 Art spoken ever and anon!
ha, 13 Art spoken ever and anon!
sayest, 1 Ne'er spoken ever!
thou, 220 Art spoken ever and anon!
so, 141 Art spoken ever and anon!
knight, 8 Art spoken ever and anon!
beseech, 8 Art spoken ever and anon!
you, 458 Art spoken ever and anon!
pardon, 9 Art spoken ever and anon!
me, 227 Art spoken ever and anon!
my, 457 Art spoken ever and anon!
lord, 97 Art spoken ever and anon!
if, 112 Art spoken ever and anon!
be, 167 Art spoken ever and anon!
mistaken, 1 Art spoken ever and anon!
for, 154 Art spoken ever and anon!
my, 457 Art spoken ever and anon!
duty, 9 Art spoken ever and anon!
cannot, 22 Art spoken ever and anon!
be, 167 Art spoken ever and anon!
silent, 2 Art spoken ever and anon!
when, 77 Art spoken ever and anon!
think, 22 Art spoken ever and anon!
your, 224 Art spoken ever and anon!
highness, 8 Art spoken ever and anon!
wronged, 1 Art spoken ever and anon!
thou, 220 Art spoken ever and anon!
but, 132 Art spoken ever and anon!
rememberest, 1 Ne'er spoken ever!
me, 227 Art spoken ever and anon!
of, 465 Art spoken ever and anon!
mine, 22 Art spoken ever and anon!
own, 25 Art spoken ever and anon!
conception, 1 Art spoken ever and anon!
have, 205 Art spoken ever and anon!
perceived, 3 Ne'er spoken ever!
a, 352 Art spoken ever and anon!
most, 54 Art spoken ever and anon!
faint, 1 Art spoken ever and anon!
neglect, 3 Art spoken ever and anon!
of, 465 Art spoken ever and anon!
late, 12 Art spoken ever and anon!
which, 78 Art spoken ever and anon!
have, 205 Art spoken ever and anon!
rather, 11 Art spoken ever and anon!
blamed, 1 Art spoken ever and anon!
as, 121 Art spoken ever and anon!
mine, 22 Art spoken ever and anon!
own, 25 Art spoken ever and anon!
jealous, 2 Art spoken ever and anon!
curiosity, 3 Art spoken ever and anon!
than, 67 Art spoken ever and anon!
as, 121 Art spoken ever and anon!
a, 352 Art spoken ever and anon!
very, 23 Art spoken ever and anon!
pretence, 2 Ne'er spoken ever!
and, 733 Art spoken ever and anon!
purpose, 11 Art spoken ever and anon!
of, 465 Art spoken ever and anon!
unkindness, 4 Art spoken ever and anon!
will, 129 Art spoken ever and anon!
look, 23 Art spoken ever and anon!
further, 11 Art spoken ever and anon!
intot, 1 Ne'er spoken ever!
but, 132 Art spoken ever and anon!
wheres, 13 Ne'er spoken ever!
my, 457 Art spoken ever and anon!
fool, 119 Art spoken ever and anon!
have, 205 Art spoken ever and anon!
not, 281 Art spoken ever and anon!
seen, 13 Art spoken ever and anon!
him, 197 Art spoken ever and anon!
this, 236 Art spoken ever and anon!
two, 23 Art spoken ever and anon!
days, 5 Art spoken ever and anon!
knight, 8 Art spoken ever and anon!
since, 20 Art spoken ever and anon!
my, 457 Art spoken ever and anon!
young, 10 Art spoken ever and anon!
ladys, 4 Ne'er spoken ever!
going, 8 Art spoken ever and anon!
into, 22 Art spoken ever and anon!
france, 22 Ne'er spoken ever!
sir, 115 Art spoken ever and anon!
the, 910 Art spoken ever and anon!
fool, 119 Art spoken ever and anon!
hath, 56 Art spoken ever and anon!
much, 30 Art spoken ever and anon!
pined, 1 Art spoken ever and anon!
away, 37 Art spoken ever and anon!
no, 154 Art spoken ever and anon!
more, 81 Art spoken ever and anon!
of, 465 Art spoken ever and anon!
that, 347 Art spoken ever and anon!
have, 205 Art spoken ever and anon!
noted, 1 Art spoken ever and anon!
it, 190 Art spoken ever and anon!
well, 76 Art spoken ever and anon!
go, 58 Art spoken ever and anon!
you, 458 Art spoken ever and anon!
and, 733 Art spoken ever and anon!
tell, 31 Art spoken ever and anon!
my, 457 Art spoken ever and anon!
daughter, 29 Art spoken ever and anon!
would, 64 Art spoken ever and anon!
speak, 47 Art spoken ever and anon!
with, 206 Art spoken ever and anon!
her, 132 Art spoken ever and anon!
exit, 45 Art spoken ever and anon!
an, 48 Art spoken ever and anon!
attendant, 4 Art spoken ever and anon!
go, 58 Art spoken ever and anon!
you, 458 Art spoken ever and anon!
call, 21 Art spoken ever and anon!
hither, 15 Art spoken ever and anon!
my, 457 Art spoken ever and anon!
fool, 119 Art spoken ever and anon!
exit, 45 Art spoken ever and anon!
an, 48 Art spoken ever and anon!
attendant, 4 Art spoken ever and anon!
reenter, 11 Ne'er spoken ever!
you, 458 Art spoken ever and anon!
sir, 115 Art spoken ever and anon!
you, 458 Art spoken ever and anon!
come, 88 Art spoken ever and anon!
you, 458 Art spoken ever and anon!
hither, 15 Art spoken ever and anon!
sir, 115 Art spoken ever and anon!
who, 67 Art spoken ever and anon!
am, 86 Art spoken ever and anon!
sir, 115 Art spoken ever and anon!
my, 457 Art spoken ever and anon!
ladys, 4 Ne'er spoken ever!
father, 66 Art spoken ever and anon!
my, 457 Art spoken ever and anon!
ladys, 4 Ne'er spoken ever!
father, 66 Art spoken ever and anon!
my, 457 Art spoken ever and anon!
lords, 7 Ne'er spoken ever!
knave, 19 Art spoken ever and anon!
your, 224 Art spoken ever and anon!
whoreson, 5 Art spoken ever and anon!
dog, 9 Art spoken ever and anon!
you, 458 Art spoken ever and anon!
slave, 14 Art spoken ever and anon!
you, 458 Art spoken ever and anon!
cur, 2 Art spoken ever and anon!
am, 86 Art spoken ever and anon!
none, 13 Art spoken ever and anon!
of, 465 Art spoken ever and anon!
these, 39 Art spoken ever and anon!
my, 457 Art spoken ever and anon!
lord, 97 Art spoken ever and anon!
beseech, 8 Art spoken ever and anon!
your, 224 Art spoken ever and anon!
pardon, 9 Art spoken ever and anon!
do, 116 Art spoken ever and anon!
you, 458 Art spoken ever and anon!
bandy, 2 Art spoken ever and anon!
looks, 7 Ne'er spoken ever!
with, 206 Art spoken ever and anon!
me, 227 Art spoken ever and anon!
you, 458 Art spoken ever and anon!
rascal, 6 Art spoken ever and anon!
striking, 2 Art spoken ever and anon!
him, 197 Art spoken ever and anon!
ill, 77 Art spoken ever and anon!
not, 281 Art spoken ever and anon!
be, 167 Art spoken ever and anon!
struck, 2 Art spoken ever and anon!
my, 457 Art spoken ever and anon!
lord, 97 Art spoken ever and anon!
nor, 40 Art spoken ever and anon!
tripped, 2 Ne'er spoken ever!
neither, 8 Art spoken ever and anon!
you, 458 Art spoken ever and anon!
base, 8 Art spoken ever and anon!
football, 1 Art spoken ever and anon!
player, 1 Art spoken ever and anon!
tripping, 1 Art spoken ever and anon!
up, 32 Art spoken ever and anon!
his, 210 Art spoken ever and anon!
heels, 4 Ne'er spoken ever!
thank, 8 Art spoken ever and anon!
thee, 139 Art spoken ever and anon!
fellow, 27 Art spoken ever and anon!
thou, 220 Art spoken ever and anon!
servest, 1 Ne'er spoken ever!
me, 227 Art spoken ever and anon!
and, 733 Art spoken ever and anon!
ill, 77 Art spoken ever and anon!
love, 51 Art spoken ever and anon!
thee, 139 Art spoken ever and anon!
come, 88 Art spoken ever and anon!
sir, 115 Art spoken ever and anon!
arise, 1 Art spoken ever and anon!
away, 37 Art spoken ever and anon!
ill, 77 Art spoken ever and anon!
teach, 6 Art spoken ever and anon!
you, 458 Art spoken ever and anon!
differences, 2 Ne'er spoken ever!
away, 37 Art spoken ever and anon!
away, 37 Art spoken ever and anon!
if, 112 Art spoken ever and anon!
you, 458 Art spoken ever and anon!
will, 129 Art spoken ever and anon!
measure, 2 Art spoken ever and anon!
your, 224 Art spoken ever and anon!
lubbers, 1 Ne'er spoken ever!
length, 1 Art spoken ever and anon!
again, 21 Art spoken ever and anon!
tarry, 3 Art spoken ever and anon!
but, 132 Art spoken ever and anon!
away, 37 Art spoken ever and anon!
go, 58 Art spoken ever and anon!
to, 564 Art spoken ever and anon!
have, 205 Art spoken ever and anon!
you, 458 Art spoken ever and anon!
wisdom, 10 Art spoken ever and anon!
so, 141 Art spoken ever and anon!
pushes, 1 Ne'er spoken ever!
out, 67 Art spoken ever and anon!
now, 78 Art spoken ever and anon!
my, 457 Art spoken ever and anon!
friendly, 2 Art spoken ever and anon!
knave, 19 Art spoken ever and anon!
thank, 8 Art spoken ever and anon!
thee, 139 Art spoken ever and anon!
theres, 20 Art spoken ever and anon!
earnest, 1 Art spoken ever and anon!
of, 465 Art spoken ever and anon!
thy, 161 Art spoken ever and anon!
service, 7 Art spoken ever and anon!
giving, 4 Art spoken ever and anon!
money, 3 Art spoken ever and anon!
enter, 67 Art spoken ever and anon!
fool, 119 Art spoken ever and anon!
fool, 119 Art spoken ever and anon!
let, 75 Art spoken ever and anon!
me, 227 Art spoken ever and anon!
hire, 1 Art spoken ever and anon!
him, 197 Art spoken ever and anon!
too, 34 Art spoken ever and anon!
heres, 8 Ne'er spoken ever!
my, 457 Art spoken ever and anon!
coxcomb, 4 Art spoken ever and anon!
offering, 1 Art spoken ever and anon!
his, 210 Art spoken ever and anon!
cap, 3 Art spoken ever and anon!
how, 69 Art spoken ever and anon!
now, 78 Art spoken ever and anon!
my, 457 Art spoken ever and anon!
pretty, 3 Art spoken ever and anon!
knave, 19 Art spoken ever and anon!
how, 69 Art spoken ever and anon!
dost, 27 Ne'er spoken ever!
thou, 220 Art spoken ever and anon!
fool, 119 Art spoken ever and anon!
sirrah, 10 Art spoken ever and anon!
you, 458 Art spoken ever and anon!
were, 30 Art spoken ever and anon!
best, 20 Art spoken ever and anon!
